"hhnum","initintrvmon","startmon","initfinaldays","initialdate_flag","startdate_edit","startlag","matchconsenthh","nonmetro","region","rural","tsstrata","tspsu","hhwgt","targetgroup","resunitsize","hhsize","famsize","numguests","guestspay","hhsizechange","hhsizechild","hhsizemove","hhsizechangeoth","inchhavg_r","inchhavg_flag","pctpovguidehh_r","povguide_hh","povthresh_hh","inchhimp1_r","inchhimp2_r","inchhimp3_r","inchhimp4_r","inchhimp5_r","inchhreported_r","incfamavg_r","povguide_fam","povthresh_fam","incfamreported_r","incworksheet","selfemployhh","selfemployfoodhh","jobchangeany","jobchangecat","earnlessnum_r","earnmorenum_r","earnsamenum","housingown","housingpub","housingsub","liqassets","anyvehicle","vehiclenum","caraccess","largeexp","exprentmrtg_r","exphomeins_r","expproptax_r","exppubtrans_r","expelectric_r","expheatfuel_r","expwastedisp_r","exphealthins_r","expcopay_r","expdoctor_r","exprx_r","expchildcare_r","expchildsupport_r","expadultcare_r","snapnowhh","snapnowreport","snapnowadmin","snapever","snap12mos","snaplastamt_r","snapusualamt","snapdays_initial","snapdays1","snapdays2","snapdays3","snapdays4","snapdays5","snapdays6","snapdays7","snapdays_final","snapdays_initial_u","snapdays1_u","snapdays2_u","snapdays3_u","snapdays4_u","snapdays5_u","snapdays6_u","snapdays7_u","snapdays_final_u","usdafoods","schservebrkfst","wiccategelig","anypregnant","wichh","mealdelivery","mealfacility","adltfsraw","adltfscat","foodsufficient","foodsecureq1","foodsecureq2","foodsecureq3","foodsecureq4","foodsecureq5","foodsecureq6","foodsecureq7","foodsecureq8","foodsecureq9","foodsecureq10","grocerylistfreq","primstoreplaceid","primstoresnaptype","primstoretype","primstoreedit_type","primstoreedit_filltype","primstoredist_s","primstoredist_d","primstoretime_d","primstoredist_w","primstoretime_w","primstoretravelmode","primstoretravelcost","primstoretraveltime","primstoreprices","primstoreproduce","primstoremeat","primstorequality","primstorevariety","primstorespecial","primstoreclose","primstoreloyalty","primstoreothreason","whynotsupermkt1","whynotsupermkt2","whynotsupermkt3","whynotsupermkt4","whynotsupermkt5","whynotsupermkt6","whynotsupermkt7","whynotsupermkt8","whynotsupermkt9","whynotsupermktoth","altstoreplaceid","altstoresnaptype","altstoretype","altstoreedit_type","altstoreedit_filltype","altstorereason","altstoredist_s","altstoredist_d","altstoretime_d","altstoredist_w","altstoretime_w","evershopother","foodstorenum","shopconv","shopbigbox","shopclub","shopdollar","shopbakery","shopmeatfish","shopvegstand","shopanyother","shopothnone","foodpantry","gardenown","gardenelse","farmersmarket","huntfish","dietstatuspr","dietstatushh","healthycost","healthytime","healthytastepr","healthytastehh","eathealthyhh","myplate","myplatefollow","mypyramid","foodpyramid","mypyramidsearch","mypyramidfollow","fruitsveg","nutritionfacts","nutritioneduc","nutritionsearch","anyvegetarian","anylactoseintol","anyfoodallergy","allergywheat","allergymilk","allergyegg","allergyfish","allergyshellfish","allergycorn","allergypeanut","allergyothnut","allergysoy","allergyoth","anydieting","anytobacco","anyillness","fincondition","billrevfreq","billsontimefreq","payaboveminfreq","billpayprob6mos","evicted6mos","utilnotpaid6mos","cashadv6mos","paydayloan6mos","ndinnersouthh","nmealshome","nmealstogether","mealguestany","mealguest_flag","mealguestdays","mealguestdays_flag","mealguestsun","mealguestmon","mealguesttue","mealguestwed","mealguestthu","mealguestfri","mealguestsat","nguestbrkfstsun_r","nguestbrkfstmon_r","nguestbrkfsttue_r","nguestbrkfstwed_r","nguestbrkfstthu_r","nguestbrkfstfri_r","nguestbrkfstsat_r","nguestlunchsun_r","nguestlunchmon_r","nguestlunchtue_r","nguestlunchwed_r","nguestlunchthu_r","nguestlunchfri_r","nguestlunchsat_r","nguestdinnersun_r","nguestdinnermon_r","nguestdinnertue_r","nguestdinnerwed_r","nguestdinnerthu_r","nguestdinnerfri_r","nguestdinnersat_r","nguestsnacksun_r","nguestsnackmon_r","nguestsnacktue_r","nguestsnackwed_r","nguestsnackthu_r","nguestsnackfri_r","nguestsnacksat_r","units12","units34","elig_units1","elig_units2","elig_units3","elig_units4","benest1_hh","benest2_hh","benest3_hh","benest4_hh","feedback1","feedback2","feedback3","feedback4_1","feedback4_2","feedback4_3","feedback4_4","feedback4_5","feedback4_6","feedback4_7","feedback4_8"
116333,5,5,7,0,0,0,1,0,2,0,7,12,13660.6244011248,3,3,3,3,0,0,0,-996,-996,-996,3440.33,0,216.259612362493,1590.83333333333,1496.58333333333,3440.33,3440.33,3440.33,3440.33,3440.33,3440.33,3440.33,1590.83333333333,1496.58333333333,3440.33,1,0,-996,0,-996,-996,-996,-996,1,0,0,1,1,2,-996,0,1191.67,0,0,0,168,78,58,294.67,0,0,80,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,-996,0,-996,-996,0,0,0,1,1,3,3,3,-996,-996,-996,-996,-996,-996,-996,4,1039654,"SS",121,,,1.146,1.865,6.6,-996,-996,1,-996,10,1,0,0,0,0,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1100395,"CO",102,,,3,2.951,4.732,9.43,-996,-996,0,-996,0,0,0,1,0,1,0,0,0,0,1,1,1,0,3,2,0,0,0,0,1,0,-996,0,0,-996,-996,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,6,-996,-996,-996,-996,-996,0,20,7,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1
116343,7,7,8,0,0,1,1,0,3,0,12,43,2699.5527383016,4,2,2,2,0,0,0,-996,-996,-996,1396,0,110.720423000661,1260.83333333333,1281.16666666667,1396,1396,1396,1396,1396,1396,1396,1260.83333333333,1281.16666666667,1396,0,0,-996,1,1,1,0,0,1,0,0,1,1,1,-996,1,600,0,0,0,138,0,69,0,0,0,0,0,0,0,1,1,1,-996,-996,6,1,6,7,8,9,10,11,12,13,14,6,7,8,9,10,11,12,13,14,0,-996,0,-996,-996,0,0,5,3,2,1,1,1,0,-996,1,1,0,0,-996,1,1145339,"SM",122,,,1.633,2.794,9.55,-996,-996,1,-996,10,1,0,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1006129,"SM",122,,,1,0.773,1.051,3.8,0.989,19.27,1,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,4,4,1,0,0,0,0,0,-996,0,1,-996,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,5,3,6,1,0,1,0,0,0,7,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,88,88,88,88,2,1,1,0,0,0,0,0,0,0,1
116347,4,4,8,0,0,1,1,0,3,0,13,17,42289.1162374486,3,5,5,5,0,0,0,-996,-996,-996,18200,0,808.589411329137,2250.83333333333,2248.41666666667,18200,18200,18200,18200,18200,18200,18200,2250.83333333333,2248.41666666667,18200,0,0,-996,0,-996,-996,-996,-996,2,-996,-996,3,1,2,-996,0,2000,100,808.33,0,134,90,0,300,200,0,33,300,600,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,1,1,0,-996,0,0,0,1,1,3,3,3,-996,-996,-996,-996,-996,-996,-996,4,1112924,"SM",122,,,1.043,1.498,3.78,-996,-996,1,-996,5,0,0,0,1,1,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1108541,"SS",121,,,9,1.244,1.392,3.03,-996,-996,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,-996,1,-996,0,-996,2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,5,-996,-996,-996,-996,-996,1,6,6,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,0,1,0
116352,11,11,10,0,0,1,1,0,3,0,16,10,10245.3545777508,4,4,4,4,0,0,0,-996,-996,-996,0,1,0,1920.83333333333,1973.41666666667,0,0,0,0,0,0,0,1920.83333333333,1973.41666666667,0,1,0,-996,1,1,0,1,0,1,1,-996,1,1,3,-996,0,240,0,0,0,287,0,0,0,0,0,30,0,0,0,1,1,0,-996,-996,-998,-996,27,28,29,30,0,1,2,3,6,27,28,29,30,31,32,33,34,37,0,-996,1,0,-996,0,0,3,3,1,1,1,1,0,-996,0,0,0,-996,-996,5,1131062,"SS",121,,,16.012,17.623,23.75,-996,-996,1,-996,30,1,0,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1092866,"SS",121,,,1,1.984,2.441,6.22,-996,-996,1,8,1,1,0,1,0,0,0,0,0,0,0,1,1,0,4,4,1,0,0,0,0,0,-996,0,1,-996,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,5,2,2,6,1,0,0,0,0,0,5,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,526,526,526,526,1,2,2,0,0,0,0,0,0,0,1
116358,11,11,8,0,0,1,1,0,3,0,19,22,8500.86538587325,4,3,3,3,0,0,0,-996,-996,-996,1435,0,90.2042954426401,1590.83333333333,1540,1435,1435,1435,1435,1435,1435,1435,1590.83333333333,1540,1435,1,0,-996,0,-996,-996,-996,-996,2,-996,-996,1,1,1,-996,0,285,0,0,0,135,56,25,75.83,35,0,0,0,0,0,1,1,1,-996,-996,8,1,4,5,6,7,8,9,10,11,12,4,5,6,7,8,9,10,11,12,0,-996,1,0,1,0,0,0,1,1,3,3,3,-996,-996,-996,-996,-996,-996,-996,3,1099187,"SM",122,,,1.036,1.379,3.73,-996,-996,1,-996,8,0,0,0,0,0,0,1,1,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1037370,"SS",121,,,5,3.814,5.31,12.45,-996,-996,0,-996,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,1,1,1,1,-996,0,-996,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,4,6,0,0,0,0,0,0,5,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,235,235,235,235,3,2,2,0,0,0,1,0,0,0,0
116360,8,8,8,0,0,1,1,0,4,0,21,50,21075.2662738599,1,3,3,2,0,0,0,-996,-996,-996,0,0,0,1590.83333333333,1540,0,0,0,0,0,0,0,1260.83333333333,1318.75,0,0,0,-996,0,-996,-996,-996,-996,1,0,0,1,1,1,-996,1,1250,0,0,64,60,60,0,0,0,0,0,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,1,1,0,-996,0,0,3,3,4,1,1,1,0,-996,0,0,0,-996,-996,2,1151439,"SS",121,,,3.8,5.183,12.62,-996,-996,3,-996,30,1,0,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1137896,"SS",121,,,1,2.161,3.289,7.63,-996,-996,0,-996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,-996,0,0,-996,-996,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,6,1,0,0,0,0,1,3,6,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,526,526,526,526,1,5,5,0,0,0,0,0,0,0,1
116361,8,8,8,0,0,1,1,0,4,0,1,4,2824.87684805517,4,2,2,2,0,0,0,-996,-996,-996,942.53,0,74.7545274289491,1260.83333333333,1156.5,942.53,942.53,942.53,942.53,942.53,942.53,942.53,1260.83333333333,1156.5,942.53,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,750,0,0,2,18,0,0,0,0,0,0,0,0,0,1,1,1,-996,-996,8,2,11,12,13,14,15,16,17,18,19,11,12,13,14,15,16,17,18,19,0,-996,0,-996,-996,0,0,4,3,2,1,1,3,1,5,0,0,0,0,-996,5,1027617,"SM",122,,,0.245,0.301,1.77,0.301,6.17,4,-996,10,1,1,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1154207,"SS",121,0,0,1,0.63,1.185,6.43,0.784,15.87,1,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,1,-996,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,1,0,0,1,0,0,0,6,6,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,367,355,367,355,1,1,3,0,0,0,0,0,0,0,1
116366,6,6,8,0,0,1,1,0,1,1,10,26,89843.9124483937,3,4,4,4,0,0,0,-996,-996,-996,13600,0,708.026030368764,1920.83333333333,2005.75,13600,13600,13600,13600,13600,13600,13600,1920.83333333333,2005.75,13600,1,1,0,0,-996,-996,-996,-996,2,-996,-996,3,1,3,-996,0,1700,0,0,50,200,350,175,1000,100,0,200,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,0,1,0,-996,0,0,0,1,1,3,3,3,-996,-996,-996,-996,-996,-996,-996,1,1013556,"SS",121,,,8.256,11.813,20.22,-996,-996,1,-996,20,1,0,0,0,1,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,,123,0,1,4,-996,-996,-996,-996,-996,1,5,0,0,1,0,0,0,1,0,0,0,1,1,1,0,2,3,0,0,0,1,0,1,0,1,-996,0,-996,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,5,-996,-996,-996,-996,-996,1,5,4,1,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,1
116369,6,6,8,0,0,1,1,0,4,0,23,34,4485.61044373617,4,1,1,1,0,0,0,-996,-996,-996,280,0,30.0805729632945,930.833333333333,995.416666666667,280,280,280,280,280,280,280,930.833333333333,995.416666666667,280,1,1,0,0,-996,-996,-996,-996,1,1,-996,1,1,1,-996,0,166,0,0,0,40,0,0,0,0,0,0,0,0,0,1,1,1,-996,-996,6,1,3,4,5,6,7,8,9,10,11,3,4,5,6,7,8,9,10,11,0,-996,0,-996,-996,0,0,7,4,3,1,1,1,1,14,1,1,0,0,-996,4,1100748,"SS",121,,,1.501,1.714,4.4,-996,-996,1,-996,7,0,1,1,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1085788,"SM",122,,,9,1.968,3.475,9.78,-996,-996,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,-996,1,0,0,-996,0,1,0,1,-996,0,-996,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,3,6,1,0,1,0,0,-996,4,-996,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,1,1,1,1,200,200,200,200,1,1,1,0,0,0,0,0,0,0,1
116381,11,11,11,0,0,1,1,0,3,0,17,30,3649.62467032453,2,4,4,4,0,0,1,0,1,0,3200,0,166.594360086768,1920.83333333333,1940.25,3200,3200,3200,3200,3200,3200,3200,1920.83333333333,1940.25,3200,0,0,-996,0,-996,-996,-996,-996,1,0,0,1,1,1,-996,0,1000,0,0,0,200,70,0,0,0,0,0,0,0,0,0,0,2,1,1,7,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,0,1,-996,0,0,0,0,1,1,3,3,3,-996,-996,-996,-996,-996,-996,-996,5,1116244,"SS",121,,,0.838,1.074,5.32,1.051,20.53,1,-996,5,1,0,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1135298,"SS",121,,,7,0.516,0.762,4.85,0.723,14.28,0,-996,0,1,1,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,1,0,-996,1,-996,0,-996,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,6,0,0,0,0,0,0,7,7,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,0,0,0,0,0,0,0,0,4,2,3,0,0,0,0,0,0,0,1
116384,6,6,12,0,1,5,1,0,3,0,19,22,12552.1590796496,4,1,1,1,0,0,0,-996,-996,-996,698,0,74.9865711727842,930.833333333333,995.416666666667,698,698,698,698,698,698,698,930.833333333333,995.416666666667,698,1,0,-996,0,-996,-996,-996,-996,1,1,-996,1,0,-996,-996,0,206,0,0,30,20,0,0,0,0,0,28,0,0,0,1,1,1,-996,-996,3,1,7,12,13,14,15,16,17,18,19,7,12,13,14,15,16,17,18,19,0,-996,0,-996,-996,0,1,5,3,2,1,1,1,1,2,0,1,0,0,-996,2,1028611,"SM",122,,,3.707,4.857,11.23,-996,-996,3,-996,5,0,0,0,0,0,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,,,,,-996,-996,-996,-996,-996,-996,0,-996,1,1,0,1,0,0,0,0,0,1,0,0,0,0,2,-996,1,1,0,-996,0,0,-996,0,0,-996,-996,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,5,6,0,0,0,0,0,-996,7,-996,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,1,1,1,1,100,100,100,100,1,6,1,0,0,0,0,0,0,0,1
116394,10,10,10,0,0,1,1,1,2,1,6,46,22203.2623994093,3,2,2,2,0,0,0,-996,-996,-996,2400,0,190.35029742234,1260.83333333333,1156.5,2400,2400,2400,2400,2400,2400,2400,1260.83333333333,1156.5,2400,1,0,-996,0,-996,-996,-996,-996,2,-996,-996,3,1,2,-996,0,0,41.67,116.67,0,70,70,0,50,0,0,25,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,-996,0,-996,-996,0,0,0,1,1,3,3,3,-996,-996,-996,-996,-996,-996,-996,4,1095202,"LG",111,,,4.776,6.246,12.88,-996,-996,1,-996,10,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1079438,"SS",121,,,5,18.055,22.099,31.33,-996,-996,0,-996,0,1,0,0,0,0,0,0,0,0,1,1,1,0,3,3,1,0,0,0,0,0,-996,0,1,-996,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,5,5,-996,-996,-996,-996,-996,0,3,18,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,1,1,1,1,16,16,16,16,1,2,2,0,0,0,0,0,0,0,1
116395,8,8,9,0,0,1,1,1,2,1,6,46,159996.172296853,3,1,1,1,0,0,0,-996,-996,-996,1950,0,209.489704565801,930.833333333333,995.416666666667,1950,1950,1950,1950,1950,1950,1950,930.833333333333,995.416666666667,1950,1,0,-996,0,-996,-996,-996,-996,2,-996,-996,3,1,1,-996,0,0,33.33,200,0,40,0,0,130,0,0,20,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,-996,0,-996,-996,0,0,0,1,1,3,3,3,-996,-996,-996,-996,-996,-996,-996,5,1094791,"BC",118,,,1.304,1.499,3.5,-996,-996,1,-996,5,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,-996,,,,,-996,-996,-996,-996,-996,-996,0,-996,1,0,0,0,0,0,0,0,0,0,0,1,1,1,3,-996,0,0,1,-996,0,1,0,0,1,-996,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,5,6,-996,-996,-996,-996,-996,-996,6,-996,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,1
116398,7,7,8,0,0,1,1,0,3,0,12,49,56957.9731259713,3,3,3,1,0,0,0,-996,-996,-996,11945.49235472,0,750.895276357465,1590.83333333333,1496.58333333333,3359.43842975552,22335.6509547585,4435.37387198356,6721.26130582191,22875.7372111796,1213.338,11945.49235472,930.833333333333,995.416666666667,1213.338,1,0,-996,0,-996,-996,-996,-996,1,0,0,2,1,2,-996,0,1400,0,0,60,150,0,0,0,0,0,0,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,-996,1,0,-996,0,0,1,2,2,2,3,3,0,-996,0,0,0,-996,-996,5,1110873,"SS",121,,,3.876,6.382,15.22,-996,-996,1,-996,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-996,,122,0,1,4,-996,-996,-996,-996,-996,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,1,0,-996,0,1,-996,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,5,5,0,0,0,0,0,0,7,0,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,3,1,1,3,3,500,416,574,490,1,3,2,0,0,0,0,0,0,0,1
116400,12,12,10,0,0,1,1,0,2,1,5,25,51254.3203361875,3,3,3,3,0,0,0,-996,-996,-996,13300,0,836.039811419592,1590.83333333333,1496.58333333333,13300,13300,13300,13300,13300,13300,13300,1590.83333333333,1496.58333333333,13300,0,0,-996,0,-996,-996,-996,-996,2,-996,-996,3,1,4,-996,0,1300,0,83.33,0,200,0,97,250,75,0,30,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,-996,0,-996,-996,0,0,0,1,1,3,3,3,-996,-996,-996,-996,-996,-996,-996,1,1028375,"LG",111,,,0.28,0.378,2.47,0.378,7.37,1,-996,2,1,1,1,0,0,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1118925,"SM",122,,,7,1.72,1.888,3.47,-996,-996,0,-996,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4,4,0,1,0,0,0,0,-996,0,0,-996,-996,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,6,-996,-996,-996,-996,-996,2,3,7,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1
116407,8,8,9,0,0,1,1,0,3,1,14,35,15806.1499744097,4,3,3,3,0,0,1,0,0,1,2114,0,132.886327920377,1590.83333333333,1496.58333333333,2114,2114,2114,2114,2114,2114,2114,1590.83333333333,1496.58333333333,2114,0,0,-996,0,-996,-996,-996,-996,1,0,0,1,1,3,-996,1,250,0,0,0,278,0,28,0,0,0,200,0,0,0,1,1,0,-996,-996,3,1,12,13,14,15,16,17,18,19,21,12,13,14,15,16,17,18,19,21,0,-996,1,0,-996,0,0,9,4,3,1,2,1,1,5,1,1,1,1,2,3,1168307,"SM",122,,,15.072,19.648,29.3,-996,-996,3,-996,45,1,0,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1069937,"CO",106,,,7,3.778,3.977,4.22,-996,-996,0,-996,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,1,0,0,-996,0,1,-996,0,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,5,6,1,0,1,0,0,0,5,10,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,0,0,0,0,0,0,0,0,2,4,4,0,1,0,0,0,0,0,0
116412,8,8,8,0,0,1,1,0,4,0,23,34,2666.82236609124,2,2,2,2,0,0,0,-996,-996,-996,1932,0,153.231989424983,1260.83333333333,1318.75,1932,1932,1932,1932,1932,1932,1932,1260.83333333333,1318.75,1932,0,0,-996,0,-996,-996,-996,-996,1,0,0,1,1,1,-996,0,500,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,0,1,0,-996,-996,0,0,1,2,2,2,3,3,0,-996,0,0,0,-996,-996,3,1072210,"LG",111,,,1.652,1.995,3.48,-996,-996,1,-996,10,1,1,0,0,0,0,1,0,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,,121,0,1,1,-996,-996,-996,-996,-996,0,-996,1,1,0,0,0,0,1,0,0,0,0,1,1,0,3,3,0,0,0,1,1,0,-996,0,1,-996,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,5,6,0,0,0,0,0,4,7,18,0,0,-996,0,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,-996,1,1,1,1,1,1,204,16,204,16,1,2,2,0,0,0,0,0,0,0,1
